ID,state,muni,county,zoning,zoning_name,likelyres,count_zoning
1107,NJ,New Brunswick,Middlesex County,C-3B,Community Commercial/Office District,,2
1108,NJ,Marlboro township,Monmouth,CF,Community Facilities District,,2
1109,NJ,New Brunswick,Middlesex County,C-3A,Community Office/Professional District ,,2
1111,NJ,Middlesex County,Piscataway township,CS,Community Services,,2
1116,NJ,Mahwah Township,Bergen County,C-200,Conservation,,2
1134,NJ,Montgomery,Somerset County,BMPUD,Continuing Care Facility,,2
1149,NJ,Oakland Borough,Bergen County,CO,Corporation Office,,2
1175,NJ,High Bridge Borough,Hunterdon County,DB,Downtown Business,,2
1194,NJ,Mine Hill Township,Morris County,ED,Economic Development,,2
1195,NJ,Sparta,Sussex County,E-D,"Economic Development - 80,000 sqft lot",,2
1196,NJ,Sparta Township,Sussex County,E-D,Economic Development - 80000 SF,,2
1197,NJ,Sparta Township,Sussex County,E-D1,Economic Development - Low and Moderate Cost Housing,,2
1198,NJ,Sparta,Sussex County,E-D1,Economic Development - Low and Moderate Cost Housing ,,2
1202,NJ,Middlesex County,Piscataway township,E,Education,,2
1207,NJ,Washington Borough,Warren County,ED,Educational Use District,,2
1219,NJ,Tewksbury Township,Hunterdon County,FP,Farmland Preservation,,2
1223,NJ,Cherry Hill,Camden County,FP,Flood Plain Overlay Zone,,2
1260,NJ,Metuchen borough,Middlesex County,G-1,Gateway Development District,,2
1329,NJ,Byram Township,Sussex County,G-C,Golf Course,,2
1337,NJ,Milford Borough,Hunterdon County,GU,Government Use,,2
1348,NJ,Bayonne city,Hudson County,I-H,Heavy Industrial District,,2
1349,NJ,Rahway,Union County,I-H,heavy industrial zone,,2
1394,NJ,Denville Township,Morris County,B-2A,Highway Business,,2
1417,NJ,Hanover Township,Morris County,B-10,Highway Commercial,,2
1421,NJ,Rockaway Borough,Morris County,H-C,Highway Commercial,,2
1436,NJ,Bayonne city,Hudson County,H-C,Highway Commercial/Selected Light Industrial,,2
1470,NJ,Morristown Town,Morris County,H-1,Hospital Development,,2
1472,NJ,Bayonne city,Hudson County,H-1,Hospital District,,2
1502,NJ,Dover Town,Morris County,IND,Industrial,,2
1506,NJ,Hanover Township,Morris County,I-5,Industrial,,2
1539,NJ,Hanover Township,Morris County,I-R,Industrial - Recreation,,2
1552,NJ,Oakland Borough,Bergen County,IP,Industrial Park,,2
1560,NJ,Cherry Hill,Camden County,IR,Industrial Restricted Zone,,2
1571,NJ,Marlboro township,Monmouth,IOR,Industrial-Office-Research District,,2
1578,NJ,Linden,Union County,I-R,Infineum redevelopment,,2
1583,NJ,Union Township,Hunterdon County,INS,Institutional,,2
1584,NJ,Deptford township,Gloucester County,INS,Institutional District,,2
1594,NJ,Montville Township,Morris County,LR,Lake Recreation,,2
1624,NJ,Atlantic City,Atlantic County,L-1,light industrial district,,2
1625,NJ,White Township,Warren County,IL,Light Industrial District,,2
1633,NJ,Rahway,Union County,I-L,light industrial zone,,2
1646,NJ,Independence Township,Warren County,IL,Light Industry,,2
1649,NJ,Hampton Borough,Hunterdon County,IR,Light Industry and Research,,2
1658,NJ,West New York,Hudson County,I-L,Light-Impact Industrial District,,2
1665,NJ,Parsippany-Troy Hills Township,Morris County,B-2A,Limited Highway Development,,2
1671,NJ,Roxbury Township,Morris County,I-5,Limited Industrial,,2
1674,NJ,Holland Township,Hunterdon County,IND,Limited Industrial Park,,2
1684,NJ,Bridgewater township,Somerset County,C-3A,Limited Office,,2
1745,NJ,South River borough,Middlesex County,L-I,Main Street Rehabilitation District,,2
1751,NJ,Long Branch city,Monmouth,MB,Manufacturing and Businesses ,,2
1753,NJ,Elizabeth,Union County,MRC,"manufacturing, research, and commercial zone",,2
1774,NJ,Cranford,Union County,O-2,Medium density office building district,,2
1820,NJ,Township of North Brunswick,Middlesex County,O-R,mid rise office research,,2
1884,NJ,Hazlet,Monmouth County,MHD,Mobile Home District,,2
1893,NJ,Marlboro township,Monmouth,MHD,Mobile Home Park District,,2
1934,NJ,Washington Borough,Warren County,M-3,Mountain District,,2
2076,NJ,Newton,Sussex County,T-1,Natural Areas,,2
2080,NJ,Mahwah Township,Bergen County,B-10,Neighborhood Business,,2
2093,NJ,Township of Warren,Somerset County,NB,neighborhood business,,2
2095,NJ,Bridgewater township,Somerset County,C-1A,Neighborhood Business,,2
2114,NJ,Ringwood Borough,Passaic County,NC-15,Neighborhood Commercial,,2
2127,NJ,Atlantic City,Atlantic County,NC-1,neighborhood commercial district,,2
2128,NJ,Atlantic City,Atlantic County,NC-2,neighborhood commercial district,,2
2140,NJ,Newton,Sussex County,T-4,Neighborhood Services,,2
2148,NJ,Manalapan township,Monmouth,SED-5,NJSH 33 Corridor Development - Special Economic Development,,2
2170,NJ,Rockaway Township,Morris County,O-3,Office,,2
2171,NJ,Rockaway Township,Morris County,O-2,Office,,2
2211,NJ,Clinton Township,Hunterdon County,OB-2,Office Building 2,,2
2212,NJ,Hanover Township,Morris County,OB-RL,Office Building and Research Laboratory,,2
2214,NJ,Clinton Town,Hunterdon County,OB-2,Office Building District,,2
2222,NJ,Rockaway Township,Morris County,OB-RL,Office Building Research Laboratory,,2
2232,NJ,Randolph Township,Morris County,OL,Office Laboratory,,2
2238,NJ,Parsippany-Troy Hills Township,Morris County,O-3,Office Professional,,2
2239,NJ,Franklin Township,Somerset County,O-P,Office Professional,,2
2243,NJ,South River borough,Middlesex County,O-P,Office Professional District,,2
2255,NJ,Rahway,Union County,O-R,office research zone,,2
2260,NJ,Peapack-Gladstone Borough,Somerset County,L-I,Office Research/Light Industry,,2
2289,NJ,Branchburg township,Somerset County,OL,OL - Office/Laboratory,,2
2342,NJ,Roxbury Township,Morris County,OS,Open Space,,2
2348,NJ,Mount Arlington Borough,Morris County,OSGU,Open Space Government Use,,2
2350,NJ,Belvidere Town,Warren County,OSR,Open Space Recreation,,2
2351,NJ,Florham Park borough,Morris County,OSR,Open Space Recreation Zone,,2
2356,NJ,Hardyston Township,Sussex County,OSGU,Open Space/Government Use,,2
2374,NJ,Allamuchy Township,Warren County,PPE,"Parks, Public, and Education",,2
2381,NJ,Tewksbury Township,Hunterdon County,PM,Piedmont,,2
2404,NJ,Union Township,Hunterdon County,PC,Planned Commercial,,2
2409,NJ,Sparta Township,Sussex County,PCED,Planned Commercial Economic,,2
2410,NJ,Sparta,Sussex County,PCED,Planned Commercial Economic Zone,,2
2427,NJ,Washington Borough,Warren County,PI,Planned Industrial,,2
2474,NJ,Sparta Township,Sussex County,PDRM-1,Planned Resource Development Management 1,,2
2475,NJ,Sparta Township,Sussex County,PDRM-2,Planned Resource Development Management 2,,2
2476,NJ,Sparta,Sussex County,PDRM-1,Planned Resource Development Management-1 District,,2
2477,NJ,Sparta,Sussex County,PDRM-2,Planned Resource Development Management-2 District,,2
2503,NJ,Jersey City,Hudson County,PI,Port Industrial District,,2
2515,NJ,Mount Olive Township,Morris County,PB,Professional Business,,2
2525,NJ,Long Branch city,Monmouth,S-1,Professional Office,,2
2528,NJ,Bridgewater township,Somerset County,C-3B,Professional Office Zone,,2
2544,NJ,Bernards Township,Somerset County,P-3,Public,,2
2548,NJ,Manalapan township,Monmouth,PB,Public - Public Use,,2
2550,NJ,Ogdensburg Borough,Sussex County,PC,Public Conservation,,2
2559,NJ,Fair Lawn,Bergen County,POS,public open space,,2
2562,NJ,Montgomery,Somerset County,PPE,Public Parks and Education District,,2
2563,NJ,Morristown Town,Morris County,PP,Public Purpose,,2
2564,NJ,Lakewood Township,Ocean,PP,Public Purpose Overlay,,2
2581,NJ,Bridgewater township,Somerset County,M-3,Quarrying,,2
2588,NJ,Egg Harbor City,Atlantic County,RP,Recration Park,,2
2639,NJ,Clinton Township,Hunterdon County,ROC,"Research, Office and Commercial",,2
2648,NJ,Morris Plains Borough,Morris County,L-1,Research-Laboratory,,2
3127,NJ,Bedminster Township,Somerset County,VN-2,Restricted Village Neighborhood,,2
3149,NJ,North Bergen township,Hudson County,RRC,River Road Commercial,,2
3150,NJ,North Bergen township,Hudson County,P-3,River Road West,,2
3184,NJ,Peapack-Gladstone Borough,Somerset County,RE,Rural Estate,,2
3227,NJ,Freehold Township,Monmouth County,R-E,Rural-Environmental Zone,,2
3505,NJ,Parsippany-Troy Hills Township,Morris County,SED-5,Specialized Economic Development 5,,2
3508,NJ,Asbury Park City,Monmouth,SAR,Springwood Avenue Redevelopment Area,,2
3541,NJ,Oxford Township,Warren County,TC-1,Town Center,,2
3543,NJ,Oxford Township,Warren County,TC-2,Town Center,,2
3549,NJ,Sparta Township,Sussex County,TCCAH,Town Center Commercial and Age-Restricted Housing,,2
3550,NJ,Sparta,Sussex County,TCCAH,Town Center Commercial and Age-Restricted Housing District ,,2
3551,NJ,Sparta Township,Sussex County,TCCO,Town Center Commercial Office,,2
3552,NJ,Sparta,Sussex County,TCCO,Town Center Commercial Office Zone,,2
3556,NJ,Sparta Township,Sussex County,TCLC,Town Center Limited Commercial,,2
3557,NJ,Sparta,Sussex County,TCLC,Town Center Limited Commercial Zone,,2
3558,NJ,Sparta Township,Sussex County,TCLM,Town Center Lower Main Street Commercial,,2
3559,NJ,Sparta,Sussex County,TCLM,Town Center Lower Main Street Commercial Zone ,,2
3560,NJ,Sparta Township,Sussex County,TCMSB,Town Center Main Street Business,,2
3561,NJ,Sparta,Sussex County,TCMSB,Town Center Main Street Business Zone,,2
3562,NJ,Sparta Township,Sussex County,TCPB,Town Center Professional Business,,2
3563,NJ,Sparta,Sussex County,TCPB,Town Center Professional Business Zone,,2
3566,NJ,Newton,Sussex County,T-5,Town Core Support Area/Neighborhood Cores,,2
3595,NJ,Marlboro township,Monmouth,THD,Township District,,2
3602,NJ,Deptford township,Gloucester County,TC-1,Transitional Commercial District,,2
3603,NJ,Deptford township,Gloucester County,TC-2,Transitional Commercial District,,2
3619,NJ,Union,Union County,US,union station,,2
3622,NJ,Camden,Camden County,US,University and Support,,2
3656,NJ,Frelinghuysen Township,Warren County,VN-2,Village Neighborhood (2 acres),,2
3675,NJ,Wanaque Borough,Passaic County,WRC,Water Resource V=Conservation,,2
3681,NJ,Bayonne city,Hudson County,WR,Waterfront Recreational,,2
3731,NJ,Hillsborough,Somerset County,AG,,,2
2016,NJ,Bridgewater township,Somerset County,R-RDMU-13,Multifamily Residential Redevelopment Zone,1,1
91,MD,Prince George's,Prince George's,R-S,Comprehensive Design Zones - Subdivision - Residential Suburban Development,1,1
483,MD,Howard,Howard,R-SA-8,Residential: Single Attached,1,1
484,MD,Howard,Howard,R-SC,Residential: Single Cluster,1,1
3015,NJ,Marlboro township,Monmouth,RSCS,Residential District,1,1
480,MD,Howard,Howard,R-SI,Residential: Senior Institutional,1,1
446,MD,Montgomery,Montgomery,RT-10.0,Residential Townhouse,1,1
447,MD,Montgomery,Montgomery,RT-12.5,Residential Townhouse,1,1
448,MD,Montgomery,Montgomery,RT-15.0,Residential Townhouse,1,1
444,MD,Montgomery,Montgomery,RT-6.0,Residential Townhouse,1,1
445,MD,Montgomery,Montgomery,RT-8.0,Residential Townhouse,1,1
3576,NJ,Township of North Brunswick,Middlesex County,R-T-D,townhouse duplex residential,1,1
3614,NJ,Manalapan township,Monmouth,R-TF/TH,Two-family and Townhouses,1,1
454,MD,Washington,Washington,RU,Residential Urban,1,1
92,MD,Prince George's,Prince George's,R-U,Comprehensive Design Zones - Subdivision - Residential Urban Development,1,1
455,MD,Chesapeake Beach,Calvert,R-V,Residential Village District ,1,1
485,MD,Howard,Howard,R-VH,Residential: Village Housing,1,1
1692,NJ,Linden,Union County,SA-2,linden station area - transit village residential district,1,1
3241,NJ,Bridgewater township,Somerset County,SC/HD,Senior Citizen High-Density Residential,1,1
3248,NJ,Bridgewater township,Somerset County,SC/MD,Senior Citizen Medium-Density Residential,1,1
1965,NJ,Marlboro township,Monmouth,SCMFD-I,Multifamily District,1,1
3251,NJ,Marlboro township,Monmouth,SCMFD-II,Senior Citizen Multifamily District II,1,1
3016,NJ,Marlboro township,Monmouth,SCPR,Residential District,1,1
3017,NJ,Marlboro township,Monmouth,SCPR-II,Residential District,1,1
3253,NJ,Woodbridge,Middlesex County,SCR,Senior Citizen/Multifamily Residential Zone,1,1
2151,NJ,Manalapan township,Monmouth,SED-20/W,NJSH 33 Corridor Development - Warehouse Distribution,1,1
441,MD,Church Hill,Queen Anne's,SF ,"Residential Single Family District (SF, or R-SF)",1,1
3280,NJ,Bedminster Township,Somerset County,SFC,Single Family Cluster,1,1
3370,NJ,Bedminster Township,Somerset County,SFC-RD,Single-Family Cluster-Restricted,1,1
3428,NJ,Allamuchy Township,Warren County,SFR,Single-Family Residential,1,1
2634,NJ,West Milford Township,Passaic County,SHD/R-2,Rental Overlay/R-2 Special Housing District/Residential,1,1
3360,NJ,Lakewood Township,Ocean,Single-Family and Townhouse Sub-District,Single-Family and Townhouse Sub-District,1,1
3487,NJ,Tewksbury Township,Hunterdon County,SO,South Oldwick Residential,1,1
1781,NJ,Jefferson Township,Morris County,SR-1,Medium Density Residential,1,1
1372,NJ,Jefferson Township,Morris County,SR-2,High-Density Residential,1,1
3500,NJ,Mount Arlington Borough,Morris County,SRC,Special Residential Cluster,1,1
3501,NJ,Mount Arlington Borough,Morris County,SRC-B,Special Residential Cluster - B,1,1
3261,NJ,Washington,Gloucester County,SSF,Senior Single-Family,1,1
593,MD,Cecil,Cecil,ST,Suburban Transition Residential,1,1
2139,NJ,Newton,Sussex County,T-3,Neighborhood Residential,1,1
3577,NJ,Pennsville,Salem County,TH (Fee Simple Lots),Townhouse Inclusionary Zoning District (Fee Simple Lots),1,1
3578,NJ,Pennsville,Salem County,TH (Non-Fee Simple Lots),Townhouse Inclusionary Zoning District (Non-Fee Simple Lots),1,1
3571,NJ,Harding Township,Morris County,TH-1,Townhouse 1,1,1
3585,NJ,Morris Township,Morris County,TH-4,Townhouse Residential,1,1
3583,NJ,Morris Township,Morris County,TH-6,Townhouse Residential,1,1
3586,NJ,Far Hills Borough,Somerset County,TH-6.5,Townhouse Residential,1,1
3587,NJ,Morris Township,Morris County,TH-6/AH,Townhouse Residential Affordable Housing,1,1
3588,NJ,Morris Township,Morris County,TH-7.5/AH,Townhouse Residential Affordable Housing,1,1
3584,NJ,Morris Township,Morris County,TH-8,Townhouse Residential,1,1
3590,NJ,Tewksbury Township,Hunterdon County,TH-V,Townhouse Village,1,1
449,MD,Montgomery,Montgomery,TLD,Residential Townhouse,1,1
450,MD,Montgomery,Montgomery,TMD,Residential Townhouse,1,1
3579,NJ,North Bergen township,Hudson County,T-O,Townhouse Overlay Zone,1,1
3642,NJ,Randolph Township,Morris County,VCR,Village Center Residential,1,1
3666,NJ,Tewksbury Township,Hunterdon County,VR1,Village Residential - 1,1,1
3667,NJ,Glen Gardner Borough,Hunterdon County,VR-1,Village Residential 1,1,1
1783,NJ,Bedminster Township,Somerset County,VR-100,Medium Density Residential,1,1
3668,NJ,Glen Gardner Borough,Hunterdon County,VR-2,Village Residential 2,1,1
3669,NJ,Glen Gardner Borough,Hunterdon County,VR-3,Village Residential 3,1,1
1784,NJ,Bedminster Township,Somerset County,VR-80,Medium Density Residential,1,1
3670,NJ,Holland Township,Hunterdon County,VR-A,Village Residential A,1,1
718,NJ,Parsippany-Troy Hills Township,Morris County,AHD-MU,Affordable Hoousing Mixed Use District,1,1
862,NJ,Denville Township,Morris County,A-O-B,Apartment-Office-Business,1,1
863,NJ,Hackettstown Town,Warren County,APT,Apartments,1,1
78,MD,Baltimore County,Baltimore,C.C.C,"Commercial, Community Core",,1
79,MD,Baltimore County,Baltimore,C.R.,"Commercial, Rural",,1
80,MD,Baltimore County,Baltimore,C.T,"Commercial, Town Center Core",,1
579,MD,Annapolis,Anne Arundel,C1A,Special Conservation Residence,1,1
1272,NJ,North Bergen township,Hudson County,C1-A,General Business - Limited Mixed Use,1,1
1273,NJ,North Bergen township,Hudson County,C1-B,"General Business - Limited Mixed Use, Bergenline Avenue",1,1
1274,NJ,North Bergen township,Hudson County,C1-C,General Business - Mixed Use,1,1
1056,NJ,North Bergen township,Hudson County,C1-R,Commercial Business Mixed Use,1,1
104,MD,Howard,Howard,CAC,Corridor Activity Center,,1
35,MD,Hagerstown,Washington,CC-MU,City Center Mixed Use,1,1
105,MD,Gaithersburg,Montgomery,CD,Corridor Deveopment,,1
45,MD,North Beach,Calvert,C-M ,Commercial mixed use,1,1
101,MD,Charles,Charles,CMR,Core Mixed Residential,1,1
106,MD,Cambridge,Dorchester,CMU,Corridor Mixed Use (CMU) Lots,1,1
103,MD,St. Mary's,St. Mary's,CMX,coridor mixed use,1,1
126,MD,St. Mary's,St. Mary's,DMX,downtown core mixed use,1,1
134,MD,Cecil,Cecil,EMU,Employment Mixed Use,1,1
1238,NJ,Mahwah Township,Bergen County,GA-200,Garden Apartment,1,1
1457,NJ,East Brunswick,Middlesex County,HR (Converted two-family dwelling),Historic District-Residence District,1,1
1456,NJ,East Brunswick,Middlesex County,HR (Single-family dwelling),Historic District-Residence District,1,1
1458,NJ,East Brunswick,Middlesex County,HRC,Historic District-Residence/Commercial District,1,1
178,MD,Baltimore City,Baltimore,IMU-1,Industrial Mixed-Use Zoning District,1,1
87,MD,Prince George's,Prince George's,L-A-C,Comprehensive Design Zones - Subdivision - LOCAL ACTIVITY CENTER,,1
88,MD,Prince George's,Prince George's,M-A-C,Comprehensive Design Zones - Subdivision - MAJOR ACTIVITY CENTER,,1
1841,NJ,Edgewater,Bergen County,MCRD,mixed use commercial/residential development district,1,1
1883,NJ,Monroe,Gloucester County,MU (Single-family attached dwellings),Mixed-Use District,1,1
1854,NJ,Freehold Township,Monmouth County,MU-1,Mixed Use Overlay-1,1,1
1856,NJ,Freehold Township,Monmouth County,MU-3,Mixed Use Overlay-3,1,1
1880,NJ,Monroe,Gloucester County,MU-AR,Mixed-use Age-Restricted District,1,1
1882,NJ,High Bridge Borough,Hunterdon County,MUC,Mixed-use Corridor,1,1
1846,NJ,Washington,Gloucester County,MUD (Single-family detached homes),Mixed Use District,1,1
1848,NJ,Washington,Gloucester County,MUD (Townhouse and multifamily units,Mixed Use District,1,1
1847,NJ,Washington,Gloucester County,MUD (Zero-lot-line detached homes),Mixed Use District,1,1
1842,NJ,Mahwah Township,Bergen County,MUD-2,Mixed Use Development Zone,1,1
240,MD,Prince George's,Prince George's,M-U-I,Mixed Use Infill,1,1
